ENSG00000039139
ENSG00000073670
ENSG00000151414
ENSG00000009413
ENSG00000224892
ENSG00000180329
ENSG00000120798
ENSG00000072657
ENSG00000240305
ENSG00000228224
ENSG00000103175
ENSG00000213467
ENSG00000254634
ENSG00000244752
ENSG00000233149
ENSG00000224831
ENSG00000205302
ENSG00000155636
ENSG00000102349
ENSG00000169057
ENSG00000168421
ENSG00000179292
ENSG00000081692
ENSG00000277157
ENSG00000131069
ENSG00000213856
ENSG00000143320
ENSG00000204103
ENSG00000168505
ENSG00000116183
ENSG00000102387
ENSG00000011600
ENSG00000225170
ENSG00000260965
ENSG00000113262
ENSG00000214331
ENSG00000159658
ENSG00000282739
ENSG00000143570
ENSG00000106631
ENSG00000135525
ENSG00000228976
ENSG00000087903
ENSG00000223739
ENSG00000239272
ENSG00000282379
ENSG00000186326
ENSG00000266145
ENSG00000160213
ENSG00000277586
ENSG00000273554
ENSG00000177409
ENSG00000273799
ENSG00000056972
ENSG00000070759
ENSG00000140279
ENSG00000285978
ENSG00000284841
ENSG00000100307
ENSG00000123836
ENSG00000232369
ENSG00000086589
ENSG00000179855
ENSG00000227159
ENSG00000117133
ENSG00000165805
ENSG00000097096
ENSG00000183148
ENSG00000263883
ENSG00000100055
ENSG00000006704
ENSG00000184307
ENSG00000133657
ENSG00000177426
ENSG00000232060
ENSG00000151575
ENSG00000229091
ENSG00000137675
ENSG00000282604
ENSG00000239021
ENSG00000169951
ENSG00000233980
ENSG00000238269
ENSG00000141569
ENSG00000224081
ENSG00000118094
ENSG00000185875
ENSG00000129493
ENSG00000106178
ENSG00000241738
ENSG00000240089
ENSG00000005243
ENSG00000127928
ENSG00000263160
ENSG00000100056
ENSG00000213122
ENSG00000162910
ENSG00000166450
ENSG00000138430
ENSG00000169019
ENSG00000267793
ENSG00000224540
ENSG00000241386
ENSG00000228568
ENSG00000112200
ENSG00000162729
ENSG00000240034
ENSG00000221880
ENSG00000185739
ENSG00000282924
ENSG00000170310
ENSG00000249123
ENSG00000217004
ENSG00000229761
ENSG00000203995
ENSG00000267001
ENSG00000282293
ENSG00000231924
ENSG00000121552
ENSG00000140474
ENSG00000147174
ENSG00000242837
ENSG00000244573
ENSG00000213988
ENSG00000177030
ENSG00000176834
ENSG00000283868
ENSG00000163472
ENSG00000117280
ENSG00000131067
ENSG00000229859
ENSG00000241489
ENSG00000249541
ENSG00000077327
ENSG00000284996
ENSG00000186197
ENSG00000224324
ENSG00000103995
ENSG00000118194
ENSG00000172399
ENSG00000170390
ENSG00000242071
ENSG00000268884
ENSG00000198075
ENSG00000177602
ENSG00000213585
ENSG00000108557
ENSG00000213970
ENSG00000165322
ENSG00000237226
ENSG00000237094
ENSG00000102241
ENSG00000169972
ENSG00000127526
ENSG00000204952
ENSG00000184857
ENSG00000232344
ENSG00000205940
ENSG00000183891
ENSG00000148154
ENSG00000278270
ENSG00000250580
ENSG00000198931
ENSG00000214881
ENSG00000170365
ENSG00000206075
ENSG00000236191
ENSG00000283641
ENSG00000136273
ENSG00000261017
ENSG00000160439
ENSG00000177105
ENSG00000119522
ENSG00000139132
ENSG00000236297
ENSG00000267220
ENSG00000135372
ENSG00000226260
ENSG00000157600
ENSG00000239618
ENSG00000130032
ENSG00000198807
ENSG00000127423
ENSG00000235838
ENSG00000197275
ENSG00000128829
ENSG00000179115
ENSG00000160972
ENSG00000196367
ENSG00000238244
ENSG00000204710
ENSG00000137975
ENSG00000188596
ENSG00000070423
ENSG00000240755
ENSG00000233160
ENSG00000197119
ENSG00000073734
ENSG00000278087
ENSG00000101457
ENSG00000197694
ENSG00000185290
ENSG00000166292
ENSG00000108950
ENSG00000120334
ENSG00000213533
ENSG00000143363
ENSG00000257376
ENSG00000137221
ENSG00000023892
ENSG00000242134
ENSG00000108039
ENSG00000239650
ENSG00000130649
ENSG00000244018
ENSG00000248610
ENSG00000198689
ENSG00000185386
ENSG00000265480
ENSG00000096080
ENSG00000104043
ENSG00000269179
ENSG00000165874
ENSG00000183735
ENSG00000232815
ENSG00000144306
ENSG00000132591
ENSG00000109511
ENSG00000101361
ENSG00000156671
ENSG00000256331
ENSG00000179044
ENSG00000270890
ENSG00000176495
ENSG00000240592
ENSG00000115944
ENSG00000237493
ENSG00000179528
ENSG00000254331
ENSG00000108813
ENSG00000151650
ENSG00000240616
ENSG00000069399
ENSG00000181092
ENSG00000130695
ENSG00000024048
ENSG00000147684
ENSG00000239763
ENSG00000055332
ENSG00000124486
ENSG00000254793
ENSG00000254502
ENSG00000175906
ENSG00000117528
ENSG00000234332
ENSG00000102144
ENSG00000183049
ENSG00000147485
ENSG00000206014
ENSG00000189108
ENSG00000164393
ENSG00000218175
ENSG00000188529
ENSG00000256243
ENSG00000214518
ENSG00000064393
ENSG00000158816
ENSG00000253626
ENSG00000285301
ENSG00000272937
ENSG00000197622
ENSG00000235018
ENSG00000237447
ENSG00000189367
ENSG00000176533
ENSG00000133027
ENSG00000185274
ENSG00000276547
ENSG00000276349
ENSG00000196704
ENSG00000264179
ENSG00000126016
ENSG00000256977
ENSG00000168785
ENSG00000236570
ENSG00000198026
ENSG00000126453
ENSG00000274584
ENSG00000021574
ENSG00000181929
ENSG00000236456
ENSG00000206140
ENSG00000101222
ENSG00000135457
ENSG00000237409
ENSG00000181101
ENSG00000178927
ENSG00000264801
ENSG00000198695
ENSG00000284024
ENSG00000185361
ENSG00000130881
ENSG00000179954
ENSG00000180071
ENSG00000136122
ENSG00000170776
ENSG00000242265
ENSG00000283780
ENSG00000199733
ENSG00000251402
ENSG00000124251
ENSG00000223708
ENSG00000236281
ENSG00000283391
ENSG00000187535
ENSG00000175602
ENSG00000260644
ENSG00000213463
ENSG00000220773
ENSG00000283632
ENSG00000263324
ENSG00000078589
ENSG00000173542
ENSG00000169738
ENSG00000074276
ENSG00000008196
ENSG00000157212
ENSG00000121211
ENSG00000162390
ENSG00000163263
ENSG00000183723
ENSG00000095627
ENSG00000184163
ENSG00000215002
ENSG00000223518
ENSG00000179115
ENSG00000276999
ENSG00000160051
ENSG00000232333
ENSG00000170325
ENSG00000201413
ENSG00000239532
ENSG00000165802
ENSG00000179163
ENSG00000157890
ENSG00000250835
ENSG00000088682
ENSG00000182253
ENSG00000206053
ENSG00000243478
ENSG00000082068
ENSG00000116785
ENSG00000159140
ENSG00000112308
ENSG00000110931
ENSG00000162607
ENSG00000008294
ENSG00000198042
ENSG00000250305
ENSG00000227939
ENSG00000108255
ENSG00000228987
ENSG00000139438
ENSG00000240435
ENSG00000161921
ENSG00000275365
ENSG00000162236
ENSG00000248459
ENSG00000248590
ENSG00000213047
ENSG00000283738
ENSG00000176887
ENSG00000057294
ENSG00000228929
ENSG00000214889
ENSG00000179820
ENSG00000255342
ENSG00000082512
ENSG00000103811
ENSG00000256537
ENSG00000213988
ENSG00000147669
ENSG00000259165
ENSG00000213087
ENSG00000274330
ENSG00000225912
ENSG00000066557
ENSG00000005436
ENSG00000105610
ENSG00000167460
ENSG00000116711
ENSG00000159322
ENSG00000229944
ENSG00000280071
ENSG00000198874
ENSG00000179841
ENSG00000277349
ENSG00000205250
ENSG00000184194
ENSG00000272333
ENSG00000278654
ENSG00000239269
ENSG00000137675
ENSG00000271426
ENSG00000226084
ENSG00000158850
ENSG00000197451
ENSG00000135070
ENSG00000183597
ENSG00000073060
ENSG00000241942
ENSG00000113812
ENSG00000281924
ENSG00000242636
ENSG00000107018
ENSG00000153130
ENSG00000273580
ENSG00000164053
ENSG00000273079
ENSG00000237766
ENSG00000236415
ENSG00000104946
ENSG00000172824
ENSG00000172689
ENSG00000159166
ENSG00000259494
ENSG00000077044
ENSG00000088833
ENSG00000167595
ENSG00000163082
ENSG00000188130
ENSG00000215105
ENSG00000089289
ENSG00000164604
ENSG00000235278
ENSG00000218766
ENSG00000277998
ENSG00000131634
ENSG00000239465
ENSG00000251087
ENSG00000176142
ENSG00000262587
ENSG00000237825
ENSG00000161939
ENSG00000113231
ENSG00000186642
ENSG00000196296
ENSG00000187764
ENSG00000257315
ENSG00000274810
ENSG00000213857
ENSG00000242361
ENSG00000215278
ENSG00000092203
ENSG00000250741
ENSG00000100867
ENSG00000239510
ENSG00000009413
ENSG00000281931
ENSG00000279643
ENSG00000171988
ENSG00000170776
ENSG00000203363
ENSG00000160058
ENSG00000236699
ENSG00000187189
ENSG00000197448
ENSG00000233493
ENSG00000165762
ENSG00000091513
ENSG00000005339
ENSG00000197428
ENSG00000220237
ENSG00000234284
ENSG00000203896
ENSG00000162654
ENSG00000186716
ENSG00000262488
ENSG00000113211
ENSG00000214595
ENSG00000242837
ENSG00000100796
ENSG00000161055
ENSG00000158552
ENSG00000078369
ENSG00000219547
ENSG00000235176
ENSG00000221886
ENSG00000271181
ENSG00000105329
ENSG00000162511
ENSG00000250031
ENSG00000050165
ENSG00000261882
ENSG00000214888
ENSG00000112996
ENSG00000282183
ENSG00000162804
ENSG00000272916
ENSG00000231095
ENSG00000133835
ENSG00000177575
ENSG00000059691
ENSG00000215319
ENSG00000223822
ENSG00000163884
ENSG00000144550
ENSG00000138709
ENSG00000074621
ENSG00000229197
ENSG00000113569
ENSG00000029559
ENSG00000204623
ENSG00000204571
ENSG00000237007
ENSG00000088827
ENSG00000148153
ENSG00000227034
ENSG00000227376
ENSG00000007372
ENSG00000066279
ENSG00000115317
ENSG00000184304
ENSG00000213221
ENSG00000174165
ENSG00000108557
ENSG00000165487
ENSG00000173213
ENSG00000077312
ENSG00000156384
ENSG00000155324
ENSG00000183401
ENSG00000180708
ENSG00000241635
ENSG00000165879
ENSG00000188313
ENSG00000174004
ENSG00000274927
ENSG00000170500
ENSG00000224212
ENSG00000160695
ENSG00000276480
ENSG00000049089
ENSG00000224282
ENSG00000241007
ENSG00000222009
ENSG00000144619
ENSG00000231631
ENSG00000108443
ENSG00000167325
ENSG00000157540
ENSG00000181585
ENSG00000197483
ENSG00000137313
ENSG00000254012
ENSG00000026559
ENSG00000280932
ENSG00000283528
ENSG00000136108
ENSG00000101751
ENSG00000213930
ENSG00000281490
ENSG00000069849
ENSG00000213542
ENSG00000253816
ENSG00000122861
ENSG00000063322
ENSG00000088756
ENSG00000147570
ENSG00000138814
ENSG00000110074
ENSG00000170122
ENSG00000269313
ENSG00000184795
ENSG00000238061
ENSG00000160953
ENSG00000122970
ENSG00000162704
ENSG00000176358
ENSG00000137221
ENSG00000105447
ENSG00000214329
ENSG00000205795
ENSG00000171587
ENSG00000156265
ENSG00000043039
ENSG00000171189
ENSG00000105323
ENSG00000213265
ENSG00000147592
ENSG00000007402
ENSG00000233558
ENSG00000005175
ENSG00000099917
ENSG00000143614
ENSG00000184515
ENSG00000243943
ENSG00000087301
ENSG00000138135
ENSG00000134013
ENSG00000062822
ENSG00000196544
ENSG00000138641
ENSG00000170035
ENSG00000267360
ENSG00000197653
ENSG00000113296
ENSG00000204351
ENSG00000183671
ENSG00000282457
ENSG00000010361
ENSG00000123179
ENSG00000236297
ENSG00000206557
ENSG00000213976
ENSG00000152611
ENSG00000180152
ENSG00000196664
ENSG00000254781
ENSG00000112679
ENSG00000229133
ENSG00000233158
ENSG00000164050
ENSG00000135100
ENSG00000110711
ENSG00000213977
ENSG00000132294
ENSG00000139517
ENSG00000174165
ENSG00000050426
ENSG00000185630
ENSG00000157911
ENSG00000165733
ENSG00000103978
ENSG00000128918
ENSG00000242737
ENSG00000141458
ENSG00000108528
ENSG00000166949
ENSG00000166886
ENSG00000256674
ENSG00000197930
ENSG00000037241
ENSG00000004975
ENSG00000149480
ENSG00000217527
ENSG00000213605
ENSG00000204851
ENSG00000169260
ENSG00000163933
ENSG00000253900
ENSG00000104859
ENSG00000109670
ENSG00000137403
ENSG00000105479
ENSG00000213659
ENSG00000150893
ENSG00000069482
ENSG00000178921
ENSG00000164743
ENSG00000257150
ENSG00000269067
ENSG00000258565
ENSG00000164066
ENSG00000203737
ENSG00000266501
ENSG00000226260
ENSG00000225873
ENSG00000153044
ENSG00000149196
ENSG00000236552
ENSG00000070190
ENSG00000282250
ENSG00000213713
ENSG00000272047
ENSG00000213333
ENSG00000263528
ENSG00000100991
ENSG00000141748
ENSG00000129245
ENSG00000213383
ENSG00000278693
ENSG00000235581
ENSG00000230104
ENSG00000274089
ENSG00000149182
ENSG00000234571
ENSG00000223752
ENSG00000235106
ENSG00000008735
ENSG00000166037
ENSG00000081800
ENSG00000182986
ENSG00000105339
ENSG00000140505
ENSG00000227304
ENSG00000115884
ENSG00000230204
ENSG00000257122
ENSG00000183665
ENSG00000145335
ENSG00000281300
ENSG00000159899
ENSG00000158985
ENSG00000232367
ENSG00000172348
ENSG00000142611
ENSG00000226801
ENSG00000170579
ENSG00000267419
ENSG00000162482
ENSG00000225665
ENSG00000108439
ENSG00000172728
ENSG00000188199
ENSG00000138279
ENSG00000248873
ENSG00000281487
ENSG00000237462
ENSG00000254087
ENSG00000136867
ENSG00000163607
ENSG00000201822
ENSG00000108256
ENSG00000116774
ENSG00000164708
ENSG00000242227
