ENSG00000039139
ENSG00000099954
ENSG00000128607
ENSG00000119048
ENSG00000214031
ENSG00000188725
ENSG00000119408
ENSG00000250290
ENSG00000229094
ENSG00000136014
ENSG00000140323
ENSG00000163930
ENSG00000240174
ENSG00000135686
ENSG00000282193
ENSG00000254986
ENSG00000213727
ENSG00000261127
ENSG00000241468
ENSG00000059145
ENSG00000178531
ENSG00000143851
ENSG00000148219
ENSG00000100122
ENSG00000233690
ENSG00000278211
ENSG00000137767
ENSG00000172294
ENSG00000226556
ENSG00000228575
ENSG00000186466
ENSG00000132837
ENSG00000197627
ENSG00000216937
ENSG00000151665
ENSG00000168769
ENSG00000100784
ENSG00000161551
ENSG00000204334
ENSG00000170634
ENSG00000225449
ENSG00000053747
ENSG00000076356
ENSG00000101019
ENSG00000275543
ENSG00000102034
ENSG00000135525
ENSG00000185883
ENSG00000204071
ENSG00000196083
ENSG00000233055
ENSG00000164466
ENSG00000173262
ENSG00000113734
ENSG00000205897
ENSG00000181904
ENSG00000182518
ENSG00000115641
ENSG00000179820
ENSG00000213592
ENSG00000154001
ENSG00000143458
ENSG00000135913
ENSG00000068438
ENSG00000213068
ENSG00000175741
ENSG00000283247
ENSG00000165025
ENSG00000214335
ENSG00000135144
ENSG00000184144
ENSG00000083812
ENSG00000037474
ENSG00000179046
ENSG00000184863
ENSG00000277024
ENSG00000111328
ENSG00000277778
ENSG00000170790
ENSG00000113621
ENSG00000163126
ENSG00000283132
ENSG00000112893
ENSG00000258179
ENSG00000145022
ENSG00000182141
ENSG00000083520
ENSG00000255532
ENSG00000204253
ENSG00000251667
ENSG00000226457
ENSG00000168000
ENSG00000118096
ENSG00000224907
ENSG00000281828
ENSG00000223448
ENSG00000254884
ENSG00000226874
ENSG00000152520
ENSG00000203724
ENSG00000089902
ENSG00000243225
ENSG00000258839
ENSG00000240034
ENSG00000087303
ENSG00000128829
ENSG00000003987
ENSG00000182111
ENSG00000141458
ENSG00000176979
ENSG00000165609
ENSG00000182459
ENSG00000141429
ENSG00000176194
ENSG00000160714
ENSG00000149050
ENSG00000250422
ENSG00000106483
ENSG00000251451
ENSG00000213653
ENSG00000260261
ENSG00000118246
ENSG00000159348
ENSG00000196850
ENSG00000223531
ENSG00000084093
ENSG00000205922
ENSG00000154153
ENSG00000175215
ENSG00000228929
ENSG00000198901
ENSG00000236862
ENSG00000156374
ENSG00000254897
ENSG00000233560
ENSG00000231924
ENSG00000025800
ENSG00000262025
ENSG00000164265
ENSG00000254553
ENSG00000151665
ENSG00000170445
ENSG00000128016
ENSG00000183155
ENSG00000176293
ENSG00000153896
ENSG00000244716
ENSG00000250536
ENSG00000073067
ENSG00000180284
ENSG00000198203
ENSG00000136169
ENSG00000140199
ENSG00000223391
ENSG00000237169
ENSG00000278780
ENSG00000165630
ENSG00000232957
ENSG00000170522
ENSG00000144671
ENSG00000181929
ENSG00000234838
ENSG00000213614
ENSG00000105618
ENSG00000255302
ENSG00000170903
ENSG00000257232
ENSG00000198155
ENSG00000104901
ENSG00000255554
ENSG00000142910
ENSG00000236813
ENSG00000180667
ENSG00000162852
ENSG00000224802
ENSG00000018280
ENSG00000143028
ENSG00000124787
ENSG00000164104
ENSG00000280208
ENSG00000225967
ENSG00000183090
ENSG00000198763
ENSG00000282004
ENSG00000134376
ENSG00000259614
ENSG00000164403
ENSG00000136738
ENSG00000070269
ENSG00000092208
ENSG00000255277
ENSG00000225171
ENSG00000258539
ENSG00000162552
ENSG00000214128
ENSG00000169241
ENSG00000281924
ENSG00000158246
ENSG00000090776
ENSG00000177082
ENSG00000213630
ENSG00000180628
ENSG00000135870
ENSG00000235089
ENSG00000177138
ENSG00000105185
ENSG00000140365
ENSG00000130540
ENSG00000224856
ENSG00000180964
ENSG00000255860
ENSG00000204962
ENSG00000105928
ENSG00000120162
ENSG00000141569
ENSG00000134138
ENSG00000169432
ENSG00000258142
ENSG00000140718
ENSG00000240729
ENSG00000197106
ENSG00000253833
ENSG00000235579
ENSG00000124743
ENSG00000176076
ENSG00000172575
ENSG00000177197
ENSG00000172020
ENSG00000196642
ENSG00000178386
ENSG00000169727
ENSG00000124302
ENSG00000198822
ENSG00000178531
ENSG00000172058
ENSG00000198894
ENSG00000143107
ENSG00000081985
ENSG00000114503
ENSG00000136295
ENSG00000276966
ENSG00000151422
ENSG00000224402
ENSG00000243130
ENSG00000112812
ENSG00000279307
ENSG00000177191
ENSG00000235486
ENSG00000160284
ENSG00000124251
ENSG00000112218
ENSG00000146830
ENSG00000187325
ENSG00000110848
ENSG00000025293
ENSG00000162430
ENSG00000254017
ENSG00000143401
ENSG00000154721
ENSG00000118292
ENSG00000237300
ENSG00000106211
ENSG00000158710
ENSG00000131653
ENSG00000228331
ENSG00000244234
ENSG00000145217
ENSG00000230669
ENSG00000101194
ENSG00000196408
ENSG00000082258
ENSG00000149600
ENSG00000066923
ENSG00000244490
